file,sweep,set,factor,value,n_prc,n_tsk,n_frq,u_mand_factor,u_opt_factor,rho,xi,U_M,U_O,B,H,J,e_mand_fmax,e_full_fmax,e_mand_min,feasible,donate_ok,seed,redraws
u_mand_factor\set14\u_mand_factor_0.1.py,u_mand_factor,14,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419997,40,10,9.199999,50.599995,4.286666,1,0,1014,0
u_mand_factor\set14\u_mand_factor_0.2.py,u_mand_factor,14,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640003,40,10,18.400002,55.200005,8.573334,1,0,1014,0
u_mand_factor\set14\u_mand_factor_0.3.py,u_mand_factor,14,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859998,40,10,27.599999,59.799997,12.859999,1,1,1014,0
u_mand_factor\set14\u_mand_factor_0.4.py,u_mand_factor,14,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079998,40,10,36.800001,64.399998,17.146667,1,1,1014,0
u_mand_factor\set14\u_mand_factor_0.5.py,u_mand_factor,14,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1014,0
u_mand_factor\set14\u_mand_factor_0.6.py,u_mand_factor,14,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.52,40,10,55.199999,73.6,25.719999,1,1,1014,0
u_mand_factor\set14\u_mand_factor_0.7.py,u_mand_factor,14,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740003,40,10,64.4,78.200005,30.006667,1,1,1014,0
u_mand_factor\set14\u_mand_factor_0.8.py,u_mand_factor,14,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959998,40,10,73.599998,82.799997,34.293332,1,1,1014,0
u_mand_factor\set14\u_mand_factor_0.9.py,u_mand_factor,14,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.18,40,10,82.799999,87.4,38.579999,1,1,1014,0
u_mand_factor\set15\u_mand_factor_0.1.py,u_mand_factor,15,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.42,40,11,9.199998,50.6,4.399999,1,0,1015,0
u_mand_factor\set15\u_mand_factor_0.2.py,u_mand_factor,15,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639998,40,11,18.399998,55.199998,8.799999,1,0,1015,0
u_mand_factor\set15\u_mand_factor_0.3.py,u_mand_factor,15,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860001,40,11,27.600001,59.800001,13.200001,1,1,1015,0
u_mand_factor\set15\u_mand_factor_0.4.py,u_mand_factor,15,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079999,40,11,36.800001,64.399999,17.600001,1,1,1015,0
u_mand_factor\set15\u_mand_factor_0.5.py,u_mand_factor,15,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,11,45.999999,69.000003,21.999999,1,1,1015,0
u_mand_factor\set15\u_mand_factor_0.6.py,u_mand_factor,15,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.52,40,11,55.199999,73.6,26.399999,1,1,1015,0
u_mand_factor\set15\u_mand_factor_0.7.py,u_mand_factor,15,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740001,40,11,64.400001,78.200001,30.800001,1,1,1015,0
u_mand_factor\set15\u_mand_factor_0.8.py,u_mand_factor,15,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960002,40,11,73.600001,82.800002,35.200001,1,1,1015,0
u_mand_factor\set15\u_mand_factor_0.9.py,u_mand_factor,15,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180002,40,13,82.800001,87.400003,47.035385,1,1,1015,2
u_mand_factor\set16\u_mand_factor_0.1.py,u_mand_factor,16,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419997,40,9,9.199998,50.599995,4.601817,1,0,1016,0
u_mand_factor\set16\u_mand_factor_0.2.py,u_mand_factor,16,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640001,40,9,18.399999,55.200001,9.203636,1,0,1016,0
u_mand_factor\set16\u_mand_factor_0.3.py,u_mand_factor,16,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859998,40,9,27.600002,59.799998,13.805456,1,1,1016,0
u_mand_factor\set16\u_mand_factor_0.4.py,u_mand_factor,16,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080002,40,9,36.8,64.400003,18.407273,1,1,1016,0
u_mand_factor\set16\u_mand_factor_0.5.py,u_mand_factor,16,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,9,45.999999,68.999997,23.00909,1,1,1016,0
u_mand_factor\set16\u_mand_factor_0.6.py,u_mand_factor,16,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.52,40,9,55.199999,73.6,27.610909,1,1,1016,0
u_mand_factor\set16\u_mand_factor_0.7.py,u_mand_factor,16,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740001,40,9,64.400001,78.200001,32.212728,1,1,1016,0
u_mand_factor\set16\u_mand_factor_0.8.py,u_mand_factor,16,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960002,40,9,73.600001,82.800003,36.814546,1,1,1016,0
u_mand_factor\set16\u_mand_factor_0.9.py,u_mand_factor,16,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.18,40,9,82.800001,87.4,41.416364,1,1,1016,0
u_mand_factor\set17\u_mand_factor_0.1.py,u_mand_factor,17,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420002,40,13,9.200001,50.600002,4.286667,1,0,1017,0
u_mand_factor\set17\u_mand_factor_0.2.py,u_mand_factor,17,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639998,40,13,18.399999,55.199998,8.573333,1,1,1017,0
u_mand_factor\set17\u_mand_factor_0.3.py,u_mand_factor,17,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.86,40,13,27.6,59.8,12.86,1,1,1017,0
u_mand_factor\set17\u_mand_factor_0.4.py,u_mand_factor,17,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079998,40,13,36.800001,64.399998,17.146667,1,1,1017,0
u_mand_factor\set17\u_mand_factor_0.5.py,u_mand_factor,17,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,13,46.000002,69.000002,21.433334,1,1,1017,0
u_mand_factor\set17\u_mand_factor_0.6.py,u_mand_factor,17,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520003,40,13,55.200002,73.600005,25.720001,1,1,1017,0
u_mand_factor\set17\u_mand_factor_0.7.py,u_mand_factor,17,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740001,40,13,64.400003,78.200001,30.006668,1,1,1017,0
u_mand_factor\set17\u_mand_factor_0.8.py,u_mand_factor,17,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960002,40,13,73.6,82.800002,34.293333,1,1,1017,0
u_mand_factor\set17\u_mand_factor_0.9.py,u_mand_factor,17,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179997,40,15,82.8,87.399995,38.52,1,1,1017,1
u_mand_factor\set18\u_mand_factor_0.1.py,u_mand_factor,18,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419997,40,10,9.199999,50.599995,4.408571,1,0,1018,0
u_mand_factor\set18\u_mand_factor_0.2.py,u_mand_factor,18,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.64,40,10,18.400001,55.2,8.817143,1,0,1018,0
u_mand_factor\set18\u_mand_factor_0.3.py,u_mand_factor,18,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.86,40,10,27.6,59.8,13.225714,1,1,1018,0
u_mand_factor\set18\u_mand_factor_0.4.py,u_mand_factor,18,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080001,40,10,36.799998,64.400001,17.634285,1,1,1018,0
u_mand_factor\set18\u_mand_factor_0.5.py,u_mand_factor,18,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300003,40,10,46.000003,69.000005,22.042859,1,1,1018,0
u_mand_factor\set18\u_mand_factor_0.6.py,u_mand_factor,18,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520001,40,10,55.199999,73.600001,26.451428,1,1,1018,0
u_mand_factor\set18\u_mand_factor_0.7.py,u_mand_factor,18,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740002,40,10,64.399998,78.200002,30.859999,1,1,1018,0
u_mand_factor\set18\u_mand_factor_0.8.py,u_mand_factor,18,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960002,40,10,73.600001,82.800002,35.268572,1,1,1018,0
u_mand_factor\set18\u_mand_factor_0.9.py,u_mand_factor,18,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179999,40,10,82.8,87.399999,39.677143,1,1,1018,0
u_mand_factor\set19\u_mand_factor_0.1.py,u_mand_factor,19,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419998,40,9,9.199997,50.599998,4.286665,1,0,1019,0
u_mand_factor\set19\u_mand_factor_0.2.py,u_mand_factor,19,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639998,40,9,18.4,55.199998,8.573333,1,0,1019,0
u_mand_factor\set19\u_mand_factor_0.3.py,u_mand_factor,19,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859998,40,9,27.599999,59.799997,12.859999,1,1,1019,0
u_mand_factor\set19\u_mand_factor_0.4.py,u_mand_factor,19,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.08,40,9,36.800002,64.4,17.146668,1,1,1019,0
u_mand_factor\set19\u_mand_factor_0.5.py,u_mand_factor,19,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,9,46.0,68.999999,21.433333,1,1,1019,0
u_mand_factor\set19\u_mand_factor_0.6.py,u_mand_factor,19,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519997,40,9,55.199998,73.599995,25.719999,1,1,1019,0
u_mand_factor\set19\u_mand_factor_0.7.py,u_mand_factor,19,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740001,40,9,64.400001,78.200001,30.006667,1,1,1019,0
u_mand_factor\set19\u_mand_factor_0.8.py,u_mand_factor,19,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960001,40,9,73.6,82.800001,34.293333,1,1,1019,0
u_mand_factor\set19\u_mand_factor_0.9.py,u_mand_factor,19,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180001,40,12,82.8,87.400001,38.52,1,1,1019,1
u_mand_factor\set20\u_mand_factor_0.1.py,u_mand_factor,20,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419996,40,13,9.2,50.599994,4.408571,1,0,1020,0
u_mand_factor\set20\u_mand_factor_0.2.py,u_mand_factor,20,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639997,40,13,18.4,55.199995,8.817143,1,0,1020,0
u_mand_factor\set20\u_mand_factor_0.3.py,u_mand_factor,20,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.86,40,13,27.599999,59.8,13.225714,1,1,1020,0
u_mand_factor\set20\u_mand_factor_0.4.py,u_mand_factor,20,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080002,40,13,36.799999,64.400002,17.634285,1,1,1020,0
u_mand_factor\set20\u_mand_factor_0.5.py,u_mand_factor,20,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,13,45.999999,69.000002,22.042857,1,1,1020,0
u_mand_factor\set20\u_mand_factor_0.6.py,u_mand_factor,20,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520003,40,13,55.200003,73.600005,26.45143,1,1,1020,0
u_mand_factor\set20\u_mand_factor_0.7.py,u_mand_factor,20,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739998,40,13,64.399998,78.199998,30.859999,1,1,1020,0
u_mand_factor\set20\u_mand_factor_0.8.py,u_mand_factor,20,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960003,40,13,73.600002,82.800005,35.268573,1,1,1020,0
u_mand_factor\set20\u_mand_factor_0.9.py,u_mand_factor,20,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180002,40,10,82.800001,87.400002,39.600001,1,1,1020,4
u_mand_factor\set21\u_mand_factor_0.1.py,u_mand_factor,21,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420002,40,10,9.2,50.600003,4.28,1,0,1021,0
u_mand_factor\set21\u_mand_factor_0.2.py,u_mand_factor,21,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639999,40,10,18.4,55.199999,8.56,1,0,1021,0
u_mand_factor\set21\u_mand_factor_0.3.py,u_mand_factor,21,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859999,40,10,27.599999,59.799999,12.839999,1,1,1021,0
u_mand_factor\set21\u_mand_factor_0.4.py,u_mand_factor,21,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.08,40,10,36.799999,64.4,17.119999,1,1,1021,0
u_mand_factor\set21\u_mand_factor_0.5.py,u_mand_factor,21,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,10,45.999999,68.999998,21.399999,1,1,1021,0
u_mand_factor\set21\u_mand_factor_0.6.py,u_mand_factor,21,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520002,40,10,55.200001,73.600002,25.680001,1,1,1021,0
u_mand_factor\set21\u_mand_factor_0.7.py,u_mand_factor,21,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740001,40,10,64.400001,78.200001,29.960001,1,1,1021,0
u_mand_factor\set21\u_mand_factor_0.8.py,u_mand_factor,21,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959999,40,10,73.6,82.799999,34.24,1,1,1021,0
u_mand_factor\set21\u_mand_factor_0.9.py,u_mand_factor,21,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.18,40,13,82.800002,87.4,41.416365,1,1,1021,2
u_mand_factor\set22\u_mand_factor_0.1.py,u_mand_factor,22,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419998,40,9,9.200001,50.599997,4.280001,1,0,1022,0
u_mand_factor\set22\u_mand_factor_0.2.py,u_mand_factor,22,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.64,40,9,18.399999,55.2,8.559999,1,0,1022,0
u_mand_factor\set22\u_mand_factor_0.3.py,u_mand_factor,22,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860004,40,9,27.600001,59.800006,12.840001,1,1,1022,0
u_mand_factor\set22\u_mand_factor_0.4.py,u_mand_factor,22,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080001,40,9,36.8,64.400001,17.12,1,1,1022,0
u_mand_factor\set22\u_mand_factor_0.5.py,u_mand_factor,22,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,9,46.0,69.000002,21.4,1,1,1022,0
u_mand_factor\set22\u_mand_factor_0.6.py,u_mand_factor,22,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.52,40,9,55.200002,73.6,25.680001,1,1,1022,0
u_mand_factor\set22\u_mand_factor_0.7.py,u_mand_factor,22,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739999,40,9,64.399999,78.199999,29.959999,1,1,1022,0
u_mand_factor\set22\u_mand_factor_0.8.py,u_mand_factor,22,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960003,40,9,73.600002,82.800005,34.240001,1,1,1022,0
u_mand_factor\set22\u_mand_factor_0.9.py,u_mand_factor,22,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179998,40,9,82.799999,87.399997,38.519999,1,1,1022,0
u_mand_factor\set23\u_mand_factor_0.1.py,u_mand_factor,23,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419997,40,13,9.199999,50.599995,4.279999,1,0,1023,0
u_mand_factor\set23\u_mand_factor_0.2.py,u_mand_factor,23,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639997,40,13,18.399999,55.199995,8.559999,1,0,1023,0
u_mand_factor\set23\u_mand_factor_0.3.py,u_mand_factor,23,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860001,40,13,27.600002,59.800001,12.840001,1,1,1023,0
u_mand_factor\set23\u_mand_factor_0.4.py,u_mand_factor,23,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079998,40,13,36.799999,64.399997,17.119999,1,1,1023,0
u_mand_factor\set23\u_mand_factor_0.5.py,u_mand_factor,23,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,13,45.999998,68.999998,21.399999,1,1,1023,0
u_mand_factor\set23\u_mand_factor_0.6.py,u_mand_factor,23,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519999,40,13,55.2,73.599999,25.68,1,1,1023,0
u_mand_factor\set23\u_mand_factor_0.7.py,u_mand_factor,23,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740001,40,13,64.400003,78.200001,29.960002,1,1,1023,0
u_mand_factor\set23\u_mand_factor_0.8.py,u_mand_factor,23,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960001,40,13,73.600002,82.800001,34.240001,1,1,1023,0
u_mand_factor\set23\u_mand_factor_0.9.py,u_mand_factor,23,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179996,40,13,82.8,87.399994,38.52,1,1,1023,0
u_mand_factor\set24\u_mand_factor_0.1.py,u_mand_factor,24,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420002,40,10,9.2,50.600002,4.601818,1,0,1024,0
u_mand_factor\set24\u_mand_factor_0.2.py,u_mand_factor,24,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640002,40,10,18.400001,55.200003,9.203637,1,0,1024,0
u_mand_factor\set24\u_mand_factor_0.3.py,u_mand_factor,24,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859998,40,10,27.599999,59.799998,13.805454,1,1,1024,0
u_mand_factor\set24\u_mand_factor_0.4.py,u_mand_factor,24,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080003,40,10,36.800001,64.400005,18.407273,1,1,1024,0
u_mand_factor\set24\u_mand_factor_0.5.py,u_mand_factor,24,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.000001,68.999999,23.009091,1,1,1024,0
u_mand_factor\set24\u_mand_factor_0.6.py,u_mand_factor,24,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520002,40,10,55.200002,73.600002,27.61091,1,1,1024,0
u_mand_factor\set24\u_mand_factor_0.7.py,u_mand_factor,24,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.74,40,10,64.399999,78.2,32.212727,1,1,1024,0
u_mand_factor\set24\u_mand_factor_0.8.py,u_mand_factor,24,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.96,40,10,73.600001,82.8,36.814546,1,1,1024,0
u_mand_factor\set24\u_mand_factor_0.9.py,u_mand_factor,24,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180001,40,10,82.799999,87.400001,41.416363,1,1,1024,0
u_mand_factor\set25\u_mand_factor_0.1.py,u_mand_factor,25,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420001,40,9,9.2,50.600001,4.286667,1,0,1025,0
u_mand_factor\set25\u_mand_factor_0.2.py,u_mand_factor,25,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640004,40,9,18.400001,55.200006,8.573334,1,0,1025,0
u_mand_factor\set25\u_mand_factor_0.3.py,u_mand_factor,25,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859998,40,9,27.600001,59.799998,12.860001,1,1,1025,0
u_mand_factor\set25\u_mand_factor_0.4.py,u_mand_factor,25,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080002,40,9,36.800002,64.400002,17.146668,1,1,1025,0
u_mand_factor\set25\u_mand_factor_0.5.py,u_mand_factor,25,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,9,46.000001,68.999997,21.433334,1,1,1025,0
u_mand_factor\set25\u_mand_factor_0.6.py,u_mand_factor,25,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520002,40,9,55.2,73.600002,25.72,1,1,1025,0
u_mand_factor\set25\u_mand_factor_0.7.py,u_mand_factor,25,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740002,40,9,64.400002,78.200003,30.006668,1,1,1025,0
u_mand_factor\set25\u_mand_factor_0.8.py,u_mand_factor,25,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960002,40,9,73.600001,82.800003,34.293334,1,1,1025,0
u_mand_factor\set25\u_mand_factor_0.9.py,u_mand_factor,25,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180003,40,9,82.800001,87.400005,38.580001,1,1,1025,0
u_mand_factor\set26\u_mand_factor_0.1.py,u_mand_factor,26,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419999,40,10,9.200001,50.599999,4.400001,1,0,1026,0
u_mand_factor\set26\u_mand_factor_0.2.py,u_mand_factor,26,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639997,40,10,18.399998,55.199995,8.799999,1,0,1026,0
u_mand_factor\set26\u_mand_factor_0.3.py,u_mand_factor,26,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859998,40,10,27.599999,59.799998,13.199999,1,1,1026,0
u_mand_factor\set26\u_mand_factor_0.4.py,u_mand_factor,26,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.08,40,10,36.799997,64.4,17.599998,1,1,1026,0
u_mand_factor\set26\u_mand_factor_0.5.py,u_mand_factor,26,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,10,46.000003,69.000003,22.000002,1,1,1026,0
u_mand_factor\set26\u_mand_factor_0.6.py,u_mand_factor,26,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520002,40,10,55.200002,73.600003,26.400001,1,1,1026,0
u_mand_factor\set26\u_mand_factor_0.7.py,u_mand_factor,26,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739998,40,10,64.400001,78.199998,30.800001,1,1,1026,0
u_mand_factor\set26\u_mand_factor_0.8.py,u_mand_factor,26,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960002,40,10,73.6,82.800002,35.2,1,1,1026,0
u_mand_factor\set26\u_mand_factor_0.9.py,u_mand_factor,26,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180001,40,10,82.8,87.400001,39.6,1,1,1026,0
u_mand_factor\set27\u_mand_factor_0.1.py,u_mand_factor,27,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419999,40,12,9.199997,50.599999,4.40857,1,0,1027,0
u_mand_factor\set27\u_mand_factor_0.2.py,u_mand_factor,27,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640002,40,12,18.400001,55.200002,8.817143,1,0,1027,0
u_mand_factor\set27\u_mand_factor_0.3.py,u_mand_factor,27,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.86,40,12,27.599998,59.8,13.225713,1,1,1027,0
u_mand_factor\set27\u_mand_factor_0.4.py,u_mand_factor,27,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080002,40,12,36.800003,64.400003,17.634287,1,1,1027,0
u_mand_factor\set27\u_mand_factor_0.5.py,u_mand_factor,27,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,12,45.999998,69.0,22.042856,1,1,1027,0
u_mand_factor\set27\u_mand_factor_0.6.py,u_mand_factor,27,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519999,40,12,55.199998,73.599999,26.451427,1,1,1027,0
u_mand_factor\set27\u_mand_factor_0.7.py,u_mand_factor,27,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740001,40,12,64.400001,78.200001,30.860001,1,1,1027,0
u_mand_factor\set27\u_mand_factor_0.8.py,u_mand_factor,27,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959999,40,12,73.600001,82.799999,35.268572,1,1,1027,0
u_mand_factor\set27\u_mand_factor_0.9.py,u_mand_factor,27,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179996,40,13,82.799997,87.399994,38.519998,1,1,1027,1
u_mand_factor\set28\u_mand_factor_0.1.py,u_mand_factor,28,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419998,40,11,9.199999,50.599997,4.399999,1,0,1028,0
